
13143,2017-04-24T07:04:49.023,1700,3130,1
14895,2017-05-29T09:02:28.270,3403,2980,1
14906,2017-05-29T09:12:54.353,3298,3258,1
15551,2017-06-06T20:33:36.100,3441,2306,1
16015,2017-06-13T14:42:56.007,3490,1970,1
16111,2017-06-15T19:47:46.973,3499,3072,1
16414,2017-06-23T17:10:50.830,3533,77,1
16421,2017-06-24T06:16:38.573,3533,2236,1
17022,2017-07-07T04:04:58.317,3590,15,1
17166,2017-07-10T16:04:29.177,3599,3573,1
17479,2017-07-17T13:17:35.240,3659,3647,1
17484,2017-07-17T17:17:21.027,2277,3138,1
17485,2017-07-17T17:17:57.097,1700,3138,1
17486,2017-07-17T17:20:11.497,1274,3138,1
17601,2017-07-18T18:38:47.580,3669,1906,1
17741,2017-07-21T17:14:48.403,3690,1705,1
18901,2017-07-26T00:04:16.653,3055,3494,1
18941,2017-07-26T15:19:07.080,3702,3696,1
18965,2017-07-26T23:53:24.097,3696,2092,1
19010,2017-07-27T16:50:35.287,3719,3630,1
19011,2017-07-27T16:50:35.287,3719,3398,1
19529,2017-08-05T07:13:33.760,3765,3753,1
19686,2017-08-07T19:19:53.870,3773,2226,1
20104,2017-08-15T16:48:36.920,3798,3802,1
20241,2017-08-18T15:38:23.583,3836,3814,1
20242,2017-08-18T15:51:02.303,3814,3836,1
20815,2017-08-27T21:00:55.023,3903,3130,1
20882,2017-08-29T00:41:05.890,3917,3820,1
21040,2017-08-31T09:42:19.097,258,3801,1
21131,2017-09-01T18:39:10.203,3950,3374,1
21494,2017-09-09T09:50:31.627,3975,3775,1
21729,2017-09-17T11:13:35.627,4045,4013,1
21829,2017-09-19T12:58:18.997,4043,1635,1
23470,2017-09-28T12:11:12.820,4136,3473,1
23742,2017-09-30T18:16:34.443,4131,92,1
23920,2017-10-02T19:47:09.430,4148,111,1
23957,2017-10-03T09:42:23.333,4176,10,1
23958,2017-10-03T09:42:23.333,4176,118,1
25820,2017-10-18T01:05:15.913,4257,111,1
25983,2017-10-19T14:23:48.060,4298,4000,1
26129,2017-10-21T04:31:51.850,4257,4148,1
27847,2017-11-03T22:27:20.520,3548,3494,1
27848,2017-11-03T22:27:20.520,3548,2236,1
28186,2017-11-10T11:08:03.453,1294,4414,1
28301,2017-11-12T16:21:31.413,4414,1294,3
28302,2017-11-12T16:27:45.970,4414,1294,1
28441,2017-11-14T15:52:32.377,4509,4464,1
31812,2017-12-07T17:20:42.087,4678,1453,1
32077,2017-12-09T23:24:12.103,4700,4678,1
32122,2017-12-10T16:32:24.893,4705,4464,1
32412,2017-12-13T18:00:21.480,4737,1970,1
32413,2017-12-13T18:00:21.480,4737,1809,1
33080,2017-12-22T00:33:54.503,4817,36,1
34082,2018-01-04T02:06:35.053,4918,4394,1
34427,2018-01-11T20:06:31.863,4743,4975,1
34492,2018-01-12T20:40:24.280,4397,4851,1
34493,2018-01-12T20:45:12.173,4397,4964,1
36641,2018-01-28T10:57:58.387,5175,2727,1
36644,2018-01-28T10:59:52.600,5175,3962,1
36791,2018-01-29T15:46:07.180,5185,4706,1
37155,2018-02-02T13:43:32.413,5208,4399,1
37637,2018-02-05T23:00:14.127,5234,5220,1
38375,2018-02-12T05:09:52.063,5270,4085,1
38434,2018-02-13T02:32:30.913,3138,26,1
38643,2018-02-14T21:35:46.193,5220,5234,1
38727,2018-02-15T11:38:38.140,5320,2274,1
38959,2018-02-16T20:42:18.400,5343,1479,1
38982,2018-02-16T22:31:56.833,5043,4532,1
39199,2018-02-18T16:53:02.973,5348,4464,1
39349,2018-02-19T17:26:40.353,4643,4581,1
39536,2018-02-20T03:57:09.220,84,3847,1
39537,2018-02-20T05:47:03.980,5325,4629,1
40816,2018-03-01T13:26:29.477,5475,2980,1
41400,2018-03-05T12:58:43.960,5493,3964,1
41401,2018-03-05T12:58:43.960,5493,2526,1
41653,2018-03-07T07:19:47.700,2526,5493,1
41855,2018-03-09T08:34:46.450,5589,4509,1
41856,2018-03-09T08:34:46.450,5589,4464,1
41857,2018-03-09T08:34:46.450,5589,5338,1
41858,2018-03-09T08:42:47.943,5589,3374,1
41864,2018-03-09T10:45:31.297,5601,5493,1
41897,2018-03-09T18:33:47.850,5587,5575,3
41903,2018-03-09T19:21:46.930,3374,3548,1
41904,2018-03-09T19:38:09.620,3374,2236,1
41905,2018-03-09T19:38:09.620,3374,3494,1
41916,2018-03-09T19:54:32.897,5593,2236,1
41917,2018-03-09T19:54:32.897,5593,3494,1
41949,2018-03-10T02:41:02.310,5606,3962,1
42005,2018-03-10T09:32:54.600,3548,3374,1
42190,2018-03-11T18:24:44.683,5636,3374,1
42201,2018-03-12T01:49:01.093,5638,5580,1
42282,2018-03-12T18:39:58.360,5649,3374,1
42316,2018-03-12T19:21:21.287,5636,4933,1
42391,2018-03-13T05:20:24.997,5636,3374,3
42568,2018-03-14T13:38:56.250,5682,3009,1
42643,2018-03-14T21:53:29.303,5649,4796,3
43094,2018-03-19T06:07:15.297,5738,1479,1
45021,2018-03-25T22:17:45.957,5799,2863,1
46374,2018-03-30T18:29:55.530,5839,5496,1
46385,2018-03-30T19:07:54.197,5840,5838,1
46386,2018-03-30T19:07:54.197,5840,4859,1
46772,2018-04-01T21:12:00.103,5861,5728,1
47349,2018-04-04T01:52:15.150,5885,5258,1
47533,2018-04-04T17:56:21.980,5898,5546,1
47616,2018-04-05T03:04:57.690,5901,5801,1
47750,2018-04-05T13:11:29.407,5493,5601,1
48111,2018-04-07T08:41:42.260,5904,2349,1
49329,2018-04-11T12:58:00.713,5990,1913,1
49343,2018-04-11T13:44:02.563,2475,5963,1
49484,2018-04-12T03:12:54.750,54,3847,1
49581,2018-04-12T16:20:09.390,6020,5593,1
49922,2018-04-14T04:46:39.597,6040,92,1
50160,2018-04-15T09:08:54.453,6042,2727,1
50161,2018-04-15T09:08:54.453,6042,3962,1
50338,2018-04-16T03:21:26.130,6072,3374,1
50682,2018-04-17T14:01:45.350,6083,5906,1
50791,2018-04-17T20:59:19.763,6083,5874,1
51147,2018-04-19T11:59:00.317,6119,6118,1
52720,2018-04-26T12:34:55.227,6170,5904,1
52731,2018-04-26T13:42:48.293,6179,4085,1
52917,2018-04-27T15:23:40.047,6185,3494,1
54143,2018-05-03T13:48:31.360,6214,5958,1
54210,2018-05-03T19:14:55.933,5452,5728,1
54473,2018-05-04T22:21:03.393,6274,2403,1
54943,2018-05-08T18:01:58.390,6311,5904,1
55357,2018-05-10T19:23:25.520,6344,2008,1
55752,2018-05-12T23:18:02.617,6325,2955,1
59309,2018-05-31T05:59:49.250,6583,5239,1
59427,2018-06-01T10:17:32.597,6468,5601,1
59428,2018-06-01T10:17:32.597,6468,5493,1
59458,2018-06-01T15:44:03.497,6504,3243,1
59498,2018-06-01T20:55:15.123,6584,3847,1
59568,2018-06-02T09:01:00.623,6622,5093,1
59717,2018-06-02T19:49:11.737,6633,5580,1
